Order No.,Date,Time,Table,Waiter,Type,Product,Category,Price,Cost,Tip,Client Tye
2226,2014-06-04,23:45,3,Joel,Food,Mejillones Horneados,Entrees,75,56.25,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Pan de Elote,Desserts,40,29.6,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Mexicana,Pizza,115,95.45,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Salmón,Salads,84,63,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Margarita,Pizza,105,73.5,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Pizza Prímula,Pizza,105,81.9,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Camarones al Coco,Salads,84,68.88,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Pasta 4 Quesos,Pasta,69,53.13,0.05,New
2226,2014-06-04,23:45,3,Joel,Food,Tropical,Pizza,125,91.25,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Pacifico,Beer,30,21.9,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Tisana,Non-alcoholic beverages,25,18,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Modelo,Beer,30,23.7,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Tecate,Beer,25,18,0.05,New
2227,2014-08-17,15:21,2,Saul,Beverages,Refresco,Non-alcoholic beverages,20,16,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Salmón al Pesto,Main course,174,121.8,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Pasta Alfredo,Pasta,67,55.61,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Tropical,Pizza,125,91.25,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Arrachera del Chef,Main course,135,95.85,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Pera Rostizada,Salads,89,75.65,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.05,New
2227,2014-08-17,15:21,2,Saul,Food,Tacos Arrachera,Tacos,79,66.36,0.05,New
2228,2014-06-14,22:33,11,Joel,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.08,New
2228,2014-06-14,22:33,11,Joel,Beverages,Limonada,Non-alcoholic beverages,25,20,0.08,New
2228,2014-06-14,22:33,11,Joel,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.08,New
2228,2014-06-14,22:33,11,Joel,Beverages,Victoria,Beer,30,21.3,0.08,New
2228,2014-06-14,22:33,11,Joel,Food,Pan de Elote,Desserts,40,29.6,0.08,New
2228,2014-06-14,22:33,11,Joel,Food,Pesto & Camarón,Pizza,125,105,0.08,New
2228,2014-06-14,22:33,11,Joel,Food,Atún Encostrado,Main course,178,145.96,0.08,New
2228,2014-06-14,22:33,11,Joel,Food,Salmón,Salads,84,63,0.08,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Tisana,Non-alcoholic beverages,25,18,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Indio,Beer,25,21.25,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Refresco,Non-alcoholic beverages,20,16,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Pesto & Camarón,Pizza,125,105,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Quesadillas Gobernador,Tacos,78,60.06,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Vacío,Main course,164,132.84,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Tiramisú,Desserts,42,31.5,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Tropical,Pizza,125,91.25,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Panela a la Leña,Entrees,53,42.4,0.05,New
2229,2014-09-28,18:00,10,Ernesto,Food,Del Huerto,Salads,65,54.6,0.05,New
2230,2014-08-07,17:31,16,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Pacifico,Beer,30,21.9,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Vino 9 ,Wine,647,478.78,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Vino 7,Wine,748,501.16,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Modelo,Beer,30,23.7,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Beverages,Vino 6,Wine,715,536.25,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Pan de Elote,Desserts,40,29.6,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Pizza Prímula,Pizza,105,81.9,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Portobello Confitado,Entrees,64,53.76,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Pollo al Pastor,Pizza,115,94.3,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Camarones Momia,Entrees,75,58.5,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Quesadillas Gobernador,Tacos,78,60.06,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Tacos Arrachera,Tacos,79,66.36,0.1,Recurrent
2230,2014-08-07,17:31,16,Ernesto,Food,Vacío,Main course,164,132.84,0.1,Recurrent
2231,2014-08-20,22:19,14,Mariana,Beverages,Tecate,Beer,25,18,0.08,New
2231,2014-08-20,22:19,14,Mariana,Beverages,Indio,Beer,25,21.25,0.08,New
2231,2014-08-20,22:19,14,Mariana,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.08,New
2231,2014-08-20,22:19,14,Mariana,Food,Tiramisú,Desserts,42,31.5,0.08,New
2231,2014-08-20,22:19,14,Mariana,Food,Salmón,Salads,84,63,0.08,New
2231,2014-08-20,22:19,14,Mariana,Food,Portobello Confitado,Entrees,64,53.76,0.08,New
2232,2014-02-03,14:38,16,Omar,Beverages,Limonada,Non-alcoholic beverages,25,20,0.14,New
2232,2014-02-03,14:38,16,Omar,Beverages,Victoria,Beer,30,21.3,0.14,New
2232,2014-02-03,14:38,16,Omar,Beverages,Tecate,Beer,25,18,0.14,New
2232,2014-02-03,14:38,16,Omar,Beverages,Indio,Beer,25,21.25,0.14,New
2232,2014-02-03,14:38,16,Omar,Beverages,Modelo,Beer,30,23.7,0.14,New
2232,2014-02-03,14:38,16,Omar,Beverages,Tisana,Non-alcoholic beverages,25,18,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Vacío,Main course,164,132.84,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Tiramisú,Desserts,42,31.5,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Salmón,Salads,84,63,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Pesto & Camarón,Pizza,125,105,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Pan de Elote,Desserts,40,29.6,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Atún Encostrado,Main course,178,145.96,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Pizza Prímula,Pizza,105,81.9,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Margret de Pato,Main course,198,150.48,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Arrachera del Chef,Main course,135,95.85,0.14,New
2232,2014-02-03,14:38,16,Omar,Food,Mexicana,Pizza,115,95.45,0.14,New
2233,2015-01-01,18:14,3,Omar,Beverages,Minerva,Beer,40,32.4,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Modelo,Beer,30,23.7,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Limonada,Non-alcoholic beverages,25,20,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Tecate,Beer,25,18,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Beverages,Refresco,Non-alcoholic beverages,20,16,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Tacos Capeados,Tacos,75,60.75,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Del Cheff,Pizza,135,112.05,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Salmón Ahumado,Pizza,135,105.3,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Tiramisú,Desserts,42,31.5,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Lasagna Ratatouille,Pasta,75,54.75,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Camarones al Coco,Salads,84,68.88,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Mexicana,Pizza,115,95.45,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Pizza Prímula,Pizza,105,81.9,0.09,Recurrent
2233,2015-01-01,18:14,3,Omar,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.09,Recurrent
2234,2014-12-31,18:57,9,Valentina,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Beverages,Minerva,Beer,40,32.4,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Beverages,Corona,Beer,30,24.9,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Beverages,Limonada,Non-alcoholic beverages,25,20,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Beverages,Tecate,Beer,25,18,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Food,Pizza Prímula,Pizza,105,81.9,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Food,Italiana,Pizza,123,88.56,0.05,Recurrent
2234,2014-12-31,18:57,9,Valentina,Food,Del Cheff,Pizza,135,112.05,0.05,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Modelo,Beer,30,23.7,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Tecate,Beer,25,18,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Strudel de Manzana,Desserts,45,31.5,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Pollo al Pastor,Pizza,115,94.3,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Portobello Confitado,Entrees,64,53.76,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Rollos Prímula,Entrees,73,52.56,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Salmón,Salads,84,63,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Vacío,Main course,164,132.84,0.1,Recurrent
2235,2014-05-13,18:57,12,Omar,Food,Pera Rostizada,Salads,89,75.65,0.1,Recurrent
2236,2014-07-21,14:52,17,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Beverages,Minerva,Beer,40,32.4,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Beverages,Indio,Beer,25,21.25,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Beverages,Refresco,Non-alcoholic beverages,20,16,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Beverages,Modelo,Beer,30,23.7,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Food,Panela a la Leña,Entrees,53,42.4,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Food,Pesto & Camarón,Pizza,125,105,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Food,Salmón al Pesto,Main course,174,121.8,0.07,New
2236,2014-07-21,14:52,17,Ernesto,Food,Frutos del Bosque,Salads,83,69.72,0.07,New
2237,2015-01-25,22:19,17,Saul,Beverages,Tisana,Non-alcoholic beverages,25,18,0.07,New
2237,2015-01-25,22:19,17,Saul,Beverages,Refresco,Non-alcoholic beverages,20,16,0.07,New
2237,2015-01-25,22:19,17,Saul,Beverages,Pacifico,Beer,30,21.9,0.07,New
2237,2015-01-25,22:19,17,Saul,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.07,New
2237,2015-01-25,22:19,17,Saul,Beverages,Tecate,Beer,25,18,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Ensalada Prímula,Salads,80,68,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Portobello Confitado,Entrees,64,53.76,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Lasagna Ratatouille,Pasta,75,54.75,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Cítricos,Salads,69,56.58,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Vacío,Main course,164,132.84,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Esfera del Cheff,Desserts,50,39,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Del Huerto,Salads,65,54.6,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Quesadillas Gobernador,Tacos,78,60.06,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Pasta 4 Quesos,Pasta,69,53.13,0.07,New
2237,2015-01-25,22:19,17,Saul,Food,Del Cheff,Pizza,135,112.05,0.07,New
2238,2014-02-16,17:02,17,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Margret de Pato,Main course,198,150.48,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Camarones al Coco,Salads,84,68.88,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Tacos Capeados,Tacos,75,60.75,0.13,Recurrent
2238,2014-02-16,17:02,17,Ernesto,Food,Quesadillas Gobernador,Tacos,78,60.06,0.13,Recurrent
2239,2014-04-20,19:55,4,Joel,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.09,New
2239,2014-04-20,19:55,4,Joel,Beverages,Indio,Beer,25,21.25,0.09,New
2239,2014-04-20,19:55,4,Joel,Beverages,Refresco,Non-alcoholic beverages,20,16,0.09,New
2239,2014-04-20,19:55,4,Joel,Food,Brochetas Hawaiianas,Entrees,74,56.98,0.09,New
2239,2014-04-20,19:55,4,Joel,Food,Cítricos,Salads,69,56.58,0.09,New
2239,2014-04-20,19:55,4,Joel,Food,Margret de Pato,Main course,198,150.48,0.09,New
2240,2014-06-01,23:16,4,Alejandro,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.15,Recurrent
2240,2014-06-01,23:16,4,Alejandro,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.15,Recurrent
2240,2014-06-01,23:16,4,Alejandro,Food,Margret de Pato,Main course,198,150.48,0.15,Recurrent
2241,2015-01-14,16:33,1,Ernesto,Beverages,Victoria,Beer,30,21.3,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Beverages,Tisana,Non-alcoholic beverages,25,18,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Beverages,Minerva,Beer,40,32.4,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Salmón Ahumado,Pizza,135,105.3,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Portobello Confitado,Entrees,64,53.76,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Pollo al Pastor,Pizza,115,94.3,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Pan de Elote,Desserts,40,29.6,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Cítricos,Salads,69,56.58,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Espárragos Envueltos,Entrees,78,63.18,0.16,New
2241,2015-01-14,16:33,1,Ernesto,Food,Atún Encostrado,Main course,178,145.96,0.16,New
2242,2014-06-27,18:28,5,Mariana,Beverages,Tecate,Beer,25,18,0.11,New
2242,2014-06-27,18:28,5,Mariana,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.11,New
2242,2014-06-27,18:28,5,Mariana,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.11,New
2242,2014-06-27,18:28,5,Mariana,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.11,New
2242,2014-06-27,18:28,5,Mariana,Beverages,Refresco,Non-alcoholic beverages,20,16,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Espárragos Envueltos,Entrees,78,63.18,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Salmón al Pesto,Main course,174,121.8,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Pay de Temporada,Desserts,42,33.6,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Cítricos,Salads,69,56.58,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Frutos del Bosque,Salads,83,69.72,0.11,New
2242,2014-06-27,18:28,5,Mariana,Food,Pasta 4 Quesos,Pasta,69,53.13,0.11,New
2243,2014-10-09,17:16,4,Rodolfo,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.05,Recurrent
2243,2014-10-09,17:16,4,Rodolfo,Food,Pesto & Camarón,Pizza,125,105,0.05,Recurrent
2243,2014-10-09,17:16,4,Rodolfo,Food,Pasta de Tomate Deshidratado,Pasta,65,54.6,0.05,Recurrent
2244,2014-06-07,20:24,5,Saul,Beverages,Indio,Beer,25,21.25,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Beverages,Vino 2,Wine,545,397.85,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Beverages,Vino 10,Wine,708,431.88,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Food,Pasta 4 Quesos,Pasta,69,53.13,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Food,Salmón,Salads,84,63,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Food,Mejillones Horneados,Entrees,75,56.25,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Food,Panela a la Leña,Entrees,53,42.4,0.15,Recurrent
2244,2014-06-07,20:24,5,Saul,Food,Pasta Alfredo,Pasta,67,55.61,0.15,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Victoria,Beer,30,21.3,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Corona,Beer,30,24.9,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Tisana,Non-alcoholic beverages,25,18,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Beverages,Modelo,Beer,30,23.7,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Espárragos Envueltos,Entrees,78,63.18,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Frutos del Bosque,Salads,83,69.72,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Pay de Temporada,Desserts,42,33.6,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Pera Rostizada,Salads,89,75.65,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Pollo al Pastor,Pizza,115,94.3,0.09,Recurrent
2245,2014-08-12,22:48,12,Omar,Food,Pizza Prímula,Pizza,105,81.9,0.09,Recurrent
2246,2014-04-18,17:31,1,Ernesto,Beverages,Modelo,Beer,30,23.7,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Beverages,Corona,Beer,30,24.9,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Beverages,Minerva,Beer,40,32.4,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Food,Italiana,Pizza,123,88.56,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Food,Tártara de atún/salmón Frescto,Entrees,79,63.2,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Food,Pannacotta Vainilla y Café,Desserts,40,32.4,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Food,Pasta Alfredo,Pasta,67,55.61,0.12,New
2246,2014-04-18,17:31,1,Ernesto,Food,Arrachera del Chef,Main course,135,95.85,0.12,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Limonada,Non-alcoholic beverages,25,20,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Indio,Beer,25,21.25,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Refresco,Non-alcoholic beverages,20,16,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Beverages,Naranjada,Non-alcoholic beverages,25,18.25,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Mejillones Horneados,Entrees,75,56.25,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Ensalada Prímula,Salads,80,68,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Pera Rostizada,Salads,89,75.65,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Camarones al Coco,Salads,84,68.88,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Vacío,Main course,164,132.84,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Del Cheff,Pizza,135,112.05,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Italiana,Pizza,123,88.56,0.2,New
2247,2014-12-19,21:50,9,Mauricio,Food,Margret de Pato,Main course,198,150.48,0.2,New
2248,2014-05-10,20:52,10,Valentina,Beverages,Modelo,Beer,30,23.7,0.08,Recurrent
2248,2014-05-10,20:52,10,Valentina,Beverages,Refresco,Non-alcoholic beverages,20,16,0.08,Recurrent
2248,2014-05-10,20:52,10,Valentina,Food,Margret de Pato,Main course,198,150.48,0.08,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Refresco,Non-alcoholic beverages,20,16,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Café americano,Non-alcoholic beverages,18,12.6,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Tecate,Beer,25,18,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Limonada,Non-alcoholic beverages,25,20,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Panela a la Leña,Entrees,53,42.4,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Pay de Temporada,Desserts,42,33.6,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Pizza Prímula,Pizza,105,81.9,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Pera Rostizada,Salads,89,75.65,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Pollo Silvestre,Main course,125,90,0.15,Recurrent
2249,2014-08-22,13:12,10,Ernesto,Food,Pasta Alfredo,Pasta,67,55.61,0.15,Recurrent
2250,2014-05-23,13:26,2,Joel,Beverages,Espresso,Non-alcoholic beverages,20,14.6,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Beverages,Limonada,Non-alcoholic beverages,25,20,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Beverages,Tecate,Beer,25,18,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Beverages,Pacifico,Beer,30,21.9,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Food,Pan de Elote,Desserts,40,29.6,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Food,Arrachera del Chef,Main course,135,95.85,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Food,Quesadillas Gobernador,Tacos,78,60.06,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Food,Pollo al Pastor,Pizza,115,94.3,0.13,Recurrent
2250,2014-05-23,13:26,2,Joel,Food,Salmón al Pesto,Main course,174,121.8,0.13,Recurrent
2251,2014-11-03,18:43,2,Saul,Beverages,Prímula Espresso,Non-alcoholic beverages,25,17.75,0.17,Recurrent
2251,2014-11-03,18:43,2,Saul,Beverages,Te helado,Non-alcoholic beverages,25,18.5,0.17,Recurrent
2251,2014-11-03,18:43,2,Saul,Beverages,Corona,Beer,30,24.9,0.17,Recurrent
2251,2014-11-03,18:43,2,Saul,Beverages,Capuccino,Non-alcoholic beverages,30,21.6,0.17,Recurrent
2251,2014-11-03,18:43,2,Saul,Food,Portobello Confitado,Entrees,64,53.76,0.17,Recurrent
2251,2014-11-03,18:43,2,Saul,Food,Pay de Temporada,Desserts,42,33.6,0.17,Recurrent
