Item,Description,Unit,Cost
424595737,GRILLETE FORJ GALV   3/8  x   7/16,PZ,171
450804615,MACHO URANGA A/ALEADO M 12 x 1.25,PZ,171.6
450814669,CORTAFRIO GHERARDI HEXAG 18-21 350,PZ,172.77
450817113,HERRADURA ACANALADA PESADA 3,PZ,174.72
450813292,CABO P/RASTRILLO 1.35 MT,PZ,175.39
450811167,PALA MAGER PUNTA     C/LARGO,PZ,175.5
424581684,MECHA FIBRA DE VIDRIO 13.5 MM,RL,175.94
424571103,GANCHO CONTRA VIENTO 23 - 130 x 25,PZ,176
450303096,MECHA NEIKE WIDIA CORTA  3 MM,RL,176.62
450303102,BROCHE A PALANCA HO CINCADO,RL,176.62
424595586,TIJERA GHERARDI PODAR RTO-TORNILLO,PZ,176.79
450814189,PALA GHERARDI FORJ 1/2 L ANGOST C/L,PZ,177.61
424572801,REGULADOR PAZ P/GARR C/MANG 1.50 MT,PZ,177.71
450905802,CLAVO ESCUADRA PUL 14 -  35,PZ,180
413051001,MENSULA DOBLE ALUM   570 MM,PZ,180.6
450905841,GANCHO CONTRA VIENTO 20 -  70 x 50,PZ,180.65
424581233,MECHA EZETA WIDIA LARGA 400  8 MM,PZ,180.74
450812680,GANCHO PLASTICO P/SOGA ELASTICA,PZ,180.75
450901038,CADENA P/PERRO N. 9 LARGO 1.70 MT,PZ,181.52
450819830,MECHA EZETA WIDIA BOSCH 14 x 160 MM,PZ,181.6
450812190,MACHO URANGA A/ALEADO M  7 x 0.75,PZ,181.63
451305329,TORNILLO TIRAFONDO GALV 3/8 x1 3/4,PZ,181.64
424589943,MACHO TAP A/LAMINADO NF  1/8  x 44,PZ,182
424574057,MECHA EZETA CILIND TITANIO  9.00 MM,PZ,182.52
450813002,MECHA NEIKE WIDIA LARGA 250  8 MM,PZ,184.04
422003013,MECHA MAX PLANA P/MAD 1,PZ,184.39
450818698,MAQ ZONTA PERF RTO-ALESADOR,PZ,185
450818604,BANDA AA TELA  75x610 O/A MAD G. 50,PZ,185.14
451305263,TEJ ROMBO ACINDAR 180-50-12-10 ML,PZ,185.25
451305641,CANDADO 606 IMPO 60 MM TRABA DOBLE,PZ,185.25
450803700,CLAVO C/PIZARRA 16-40,PZ,185.28
424564958,CABLE ACERO FORRADO x 100 MT,PZ,186.16
451305201,MECHA EZETA CILINDRICA A/R  3.50 MM,PZ,186.91
424564959,CAÃ‘O CRISTAL  9 - 12  x  50 MT,PZ,186.95
424573037,PITON S/TOPE ESCUAD  P/TACO 12 x 20,PZ,186.95
450817083,ABRAZ AMERICANA 3003    35 -  45 MM,PZ,187.1
450901259,CAÃ‘O CRISTAL  3 -  6  x 100 MT,PZ,187.77
450409096,TOR P/AGUJ C/TROMP P/MAD  6 x 2 1/4,PZ,187.774020641
451301263,MECHA EZETA CILINDRICA A/R 13.75 MM,PZ,190.46
451301264,MECHA EZETA CILINDRICA A/R 14.00 MM,PZ,190.46
451301265,MECHA EZETA CILINDRICA A/R 14.25 MM,PZ,190.46
451301266,MECHA EZETA CILINDRICA A/R 14.50 MM,PZ,190.46
451301267,MECHA EZETA CILINDRICA A/R 14.75 MM,PZ,190.46
450812850,TOR P/MECHA C/FIJAD-PHIL  6 x   5/8,PZ,190.56
413063056,CORREA SECCION A N.55,PZ,190.58
451305274,TORNILLO TIRAFONDO GALV 3/16x1,PZ,190.76
451305275,TORNILLO TIRAFONDO GALV 3/16x1 1/4,PZ,190.76
451305309,TORNILLO TIRAFONDO GALV 5/16x1,PZ,190.76
451305310,MACHO URANGA A/RAPIDO M  8 x 0.75,PZ,190.76
451305642,CANDADO 606 IMPO 20 MM TRABA SIMPLE,PZ,190.76
450409090,TOR P/AGUJ C/TROMP P/MAD  6 x   3/4,PZ,191.114785426
424585138,MECHA EZETA DOBLE PUNTA 2.75 MM,PZ,191.95
450804920,MECHA EZETA WIDIA BOSCH 25 x 460 MM,PZ,192.21
450600387,MECHA EZETA COLA CONICA 16.75 MM,RL,192.4
450813954,CUCHARA GHERARDI FORJ N. 8,PZ,193.76
450803948,MECHA EZETA COLA CONICA 39.25 MM,PZ,194.11
450813090,GRIFERIA VENUS DUCHA ARTIC CROMO,PZ,194.58
450409148,FRATACHO PINO 12 x 30 CM,PZ,194.685947781
424595587,ARGOLLA GUADAÃ‘A REF C/TORNILLO,PZ,194.75
450600307,ABRAZ AMERICANA 3008    80 -  95 MM,MT,195.14
424572799,MECHA EZETA CILIND TITANIO  9.25 MM,PZ,197.39
424587965,CABLE ACERO 19.0 MM 6 x 19+1,PZ,197.6
450812117,PITON HO PUL ESCUAD  17 -  40 x 200,PZ,197.8
451305276,TORNILLO TIRAFONDO GALV 3/16x1 1/2,PZ,198.55
450800826,MECHA EZETA COLA CONICA 12.25 MM,PZ,198.74
450813838,TENDEDERO PIE PLEG 7 V CAÃ‘O  C/ALAS,PZ,199.1
424575403,MAQ P/RALLAR RTO-MANIJA,PZ,199.13
424589282,MECHA EZETA CILIND TITANIO  2.00 MM,PZ,199.604973
450819949,MECHA EZETA COLA CONICA 43.75 MM,PZ,200
424561823,TABLA PLANCHAR RTO-FUNDA,PZ,200.72
424563345,CARRETILLA CUART RUEDA GOMA  MACIZA,PZ,200.72
424595624,BANDA AA TELA  50x478 O/A MET G. 24,PZ,201.77
451305595,CAÃ‘O HIDROCARBURO  9 - 15  x 50 MT,PZ,202.35
450814237,CLAVO CAJ PULIDO 18-164 x 20 KG,PZ,202.41
424570568,MECHA EZETA WIDIA CORTA 13 MM,PZ,202.43
450802235,LIJA AA FENOB G. 60   120 x 45000,PZ,202.8
450805293,MECHA BIASSONI P T E  7/16  LARGA,PZ,202.8
451305330,TORNILLO TIRAFONDO GALV 3/8 x2,PZ,204.06
450811892,GRIFERIA VENUS BIDET CROMO,MT,204.31
450409097,TOR P/AGUJ C/TROMP P/MAD  6 x 2 1/2,PZ,204.593043349
424595620,BANDA AA TELA  50x478 O/A MET G. 36,PZ,204.74
450813272,GRAMPA PRENSA CABLE GALV 1,PZ,204.93
451305206,MECHA EZETA CILINDRICA A/R  3.75 MM,PZ,206.779229425
451305208,MECHA EZETA CILINDRICA A/R  4.00 MM,PZ,206.779229425
451305209,MECHA EZETA CILINDRICA A/R  4.25 MM,PZ,206.779229425
451305210,MECHA EZETA CILINDRICA A/R  4.50 MM,PZ,206.779229425
451305211,MECHA EZETA CILINDRICA A/R  4.75 MM,PZ,206.779229425
451305212,MECHA EZETA CILINDRICA A/R  5.00 MM,PZ,206.779229425
451305213,MECHA EZETA CILINDRICA A/R  5.25 MM,PZ,206.779229425
451305214,MECHA EZETA CILINDRICA A/R  5.50 MM,PZ,206.779229425
451305215,MECHA EZETA CILINDRICA A/R  5.75 MM,PZ,206.779229425
450813426,CORTINA P/BAÃ‘O RTO-PROTECT BLANCO,PZ,206.82
450821306,FLEX DUKE PLAST CONEX MET 1/2 x 40,PZ,207
451305246,TEJ ROMBO ACINDAR 150-76-14-10 ML,PZ,207.48
451305293,TORNILLO TIRAFONDO GALV 3/16x2 3/4,PZ,207.48
424590201,CADENA P/PERRO N.15 LARGO 1.40 MT,BK,207.6
450302952,ARCO SIERRA CARNICERO RTO-HOJA 520,PQ,207.79
450805263,BROCA MANUAL UR36 3/16,PZ,208
424500809,MECHA EZETA COLA CONICA 54.00 MM,PZ,210
451305304,TORNILLO TIRAFONDO GALV 1/4 x3 1/4,PZ,210.14
450814633,MECHA EZETA COLA CONICA 11.75 MM,PZ,210.46
450302955,MECHA EZETA JUEGO WIDIA CORTA x 4 U,PQ,210.86
424595679,LIJA AA GOLD 24K  G.280,PZ,211.18
450813591,MECHA EZETA WIDIA BOSCH 18 x 210 MM,PZ,212.13
450813119,MECHA EZETA COLA CONICA 28.75 MM,PZ,213
424580048,MECHA EZETA DOBLE PUNTA 3.60 MM,PQ,213.04
424582556,CABO P/PALA 0.70 MT EMPUNAD PLAST,PQ,213.04
424572391,MACHO URANGA A/ALEADO BSP  3/8 x 19,PZ,213.2
424599828,MACHO URANGA A/ALEADO NC     6 x 32,PZ,213.26
424590108,MECHA NEIKE WIDIA LARGA 400  6 MM,BK,214.71
424593686,CONEXION FUELLE INODORO,PZ,214.77
424501688,MECHA EZETA CILINDRICA A/R 17.00 MM,PZ,216.22
422501878,CADENA P/PERRO N.18 LARGO 1.40 MT,CJ,216.32
422003019,MECHA EZETA COLA CONICA 59.00 MM,PZ,216.7
424589312,CLAVO C/PIZARRA 16-35,PZ,217.79
424504951,GRIFERIA VENUS LAVAT SIMPLE CROMO,PZ,218.5
451305295,TORNILLO TIRAFONDO GALV 1/4 x1,PZ,218.88
451305305,TORNILLO TIRAFONDO GALV 1/4 x3 1/2,PZ,218.88
451305598,CANDADO 606 IMPO 25 MM TRABA SIMPLE,PZ,218.88
422003006,MECHA MAX PLANA P/MAD    7/8,PZ,219.66
450818808,CLAVO C/CHATA 12-25,PZ,220
424561673,PITON C/TOPE ABIERTO BCE 18-45 x100,PZ,220.34
450802973,MECHA EZETA COLA CONICA 26.25 MM,PZ,220.48
450810918,MECHA EZETA COLA CONICA 17.00 MM,PZ,220.99
424589310,CLAVO C/PIZARRA 16-25,PZ,221.06
424589311,CLAVO C/PIZARRA 16-30,PZ,221.06
450818619,RIEL DOBLE ALUM   1.00 MT,PZ,221.52
424570567,MECHA EZETA WIDIA BOSCH  8 x 300 MM,PZ,221.53
424589305,CLAVO PUNTA PARIS 6      x 20 KG,PZ,221.57
424589306,CLAVO PUNTA PARIS 7      x 20 KG,PZ,221.57
424589307,CLAVO PUNTA PARIS 8      x 20 KG,PZ,221.57
424589308,CLAVO C/PIZARRA 16-20,PZ,221.57
450814541,BANDA AA TELA  75x508 O/A MAD G.100,PZ,222.05
450804927,MECHA EZETA WIDIA BOSCH 20 x 200 MM,PZ,222.06
424585139,CINTA TEFLON    3/4 x 20 MT,PZ,223.18
450801197,GRIFERIA VENUS LAVAT C/MEZC BLANCO,PZ,224.22
450814216,GRILLETE FORJ GALV   9/16 x   5/8,PZ,224.66
424595681,LIJA AA GOLD 24K  G.240,PZ,225.51
424589313,MECHA EZETA CILINDRICA A/R  9.25 MM,PZ,226.5
413063905,GRAMPA P/CORREA N.55,PZ,228.08
450812456,CABO P/PALA 0.70 MT EMPUNAD METAL,PZ,228.36
424589503,MECHA EZETA CILINDRICA A/R  2.50 MM,PZ,228.61
424589498,MECHA EZETA CILINDRICA A/R 19.25 MM,PZ,228.64
424589499,MECHA EZETA CILINDRICA A/R  9.00 MM,PZ,228.64
424589500,MECHA EZETA CILINDRICA A/R  8.75 MM,PZ,228.64
424589501,MECHA EZETA CILINDRICA A/R  2.75 MM,PZ,228.64
424589502,MECHA EZETA CILINDRICA A/R 19.00 MM,PZ,228.64
424583420,TELA M/SOMBRA 100 MT GRIS       90%,CJ,228.8
450818807,MECHA EZETA COLA CONICA 45.00 MM,PZ,228.8
424589309,MECHA EZETA CILINDRICA A/R  9.50 MM,PZ,230.43
450901037,CADENA P/PERRO N.11 LARGO 1.70 MT,PZ,231.31
451305593,CAÃ‘O HIDROCARBURO  7 - 11  x 50 MT,PZ,231.61
451305296,TORNILLO TIRAFONDO GALV 1/4 x1 1/4,PZ,232.37
424572037,MECHA EZETA WIDIA BOSCH 10 x 160 MM,PZ,232.81
450803954,LIJA AA COLORADO RUBI G. 80 GRU,PZ,232.96
451305291,TORNILLO TIRAFONDO GALV 3/16x2 1/4,PZ,235.22
450802573,SELLADOR S-28 SILIC TRANSP 300 GR,PZ,235.77
451305300,TORNILLO TIRAFONDO GALV 1/4 x2 1/4,PZ,238.26
424589634,GUANTE LATEX P/LARGO MEDIANO,PZ,238.83
424589620,BALDE PLAST ALBAÃ‘IL VOSS 2000,PZ,240.26
424595602,LIJA AA GOLD 24K  G.800,PZ,241.71
424595603,BANDA AA TELA 100x620 O/A MAD G. 36,PZ,241.71
450812248,MARTILLO 2228 RTO-CABEZA DIAM 27,PZ,243.23
450904802,CABO P/MARTILLO LABRADO 0.40 MT,PZ,243.36
450409333,CAJA METALICA F1 20x20x32 2 FUELLES,PZ,244.15
451305544,REGULADOR P/GARR S/MANGUERA     IMP,PZ,244.15
424564496,CINTA EVEL 502 FLEJE 17MM   2 MT,PZ,245.11
450812073,ADHESIVO DUKE P/PVC  100 CM3,PZ,245.42
424588388,MAQ HORMIGONERA S/MOTOR,PZ,245.8
422003014,TELA M/SOMBRA  50 MT VERDE-BLAN 80%,PZ,245.86
422003009,TELA M/SOMBRA 100 MT VERDE-BLAN 80%,PZ,246.25
424599966,CABLE ACERO  4.0 MM 6 x 19+1,RL,246.48
424588919,RIEGO KIT MANGUERA 1/2 x 25 MTS,PZ,247.09
413062553,CINTA EVEL 603 CAJA ZAMAC   3 MT,PZ,247.55
450814544,ELECTRODO ESAB P/AZUL 2.50 MM,PZ,248.02
413062006,CINTA PELIGRO 8 CM x 100 MT,PZ,248.72
450800036,BIS FICHA P/SOLD REF 100-33   x 2.5,PZ,248.93
451305232,MECHA EZETA CILINDRICA A/R  2.00 MM,PZ,249.095664214
451305233,MECHA EZETA CILINDRICA A/R  8.50 MM,PZ,249.095664214
451305234,MECHA EZETA CILINDRICA A/R  1.50 MM,PZ,249.095664214
451305235,MECHA EZETA CILINDRICA A/R  1.25 MM,PZ,249.095664214
451305236,MECHA EZETA CILINDRICA A/R  8.25 MM,PZ,249.095664214
451305237,MECHA EZETA CILINDRICA A/R  8.00 MM,PZ,249.095664214
451305359,INSEC ALLEMANDI YARARA TARRO 12x1KG,PZ,249.66
424500054,GANCHO CONTRA VIENTO 26 - 190 x 10,PZ,250
450813900,MARTILLO 2236 RTO-CABEZA DIAM 35,PZ,252.95
413051796,PITON HO PUL ESCUAD  22 -  80 x 100,PZ,255.37
450409098,TOR P/AGUJ C/TROMP P/MAD  8 x 1,PZ,255.395707829
450409099,TOR P/AGUJ C/TROMP P/MAD  8 x 1 1/2,PZ,255.395707829
451100020,MECHA EZETA COLA CONICA 49.75 MM,PZ,255.84
424580340,MECHA EZETA CILIND TITANIO  8.00 MM,PZ,256.1
451305360,INSEC ALLEMANDI YARARA BOLSA 20x1KG,PZ,256.31
450803614,MAQ HORMIGONERA RTO-CORONA,PZ,256.36
450814840,BANDA AA TELA  75x610 O/A MAD G.120,PZ,257.64
424562377,CAÃ‘O CRISTAL  8 - 11  x  50 MT,PZ,257.92
450812780,CADENA NUDO N.17,PZ,258.22
451305183,GANCHO J P/GALPON      1/4 x  50 MM,PZ,258.75
424582573,CADENA P/PERRO N.17 LARGO 1.40 MT,PQ,259.08
450813074,CORREA SECCION A N.35,PN,259.5
413052449,CANILLA RTO-PICO BCE CROMADO   3/4,PZ,259.98
424580022,CADENA ENGANCHE N. 4 HO GALVANIZADO,PZ,262.86
424595590,GRINFA EL ROBLE ACERO FORJADO N. 6,PZ,262.95
424595591,MACHETE GHERARDI N.22  558 MM,PZ,262.95
424595592,MACHETE GHERARDI N.20  510 MM,PZ,262.95
424595593,GRINFA EL ROBLE ACERO FORJADO N.12,PZ,262.95
413051484,REGADERA CHAPA GALV N.3  12 LT,PZ,263.04
451305599,CANDADO 606 IMPO 30 MM TRABA SIMPLE,PZ,263.15
424595640,BANDA AA TELA 100x620 O/A MAD G. 60,PZ,263.69
424595641,BANDA AA TELA 100x620 O/A MAD G. 50,PZ,263.69
424595642,BANDA AA TELA 100x620 O/A MAD G. 40,PZ,263.69
424595643,PINZA GHERARDI PICO LORO 230 MM,PZ,263.69
424595644,BANDA AA TELA  50x478 O/A MET G.180,PZ,263.69
424595645,LIJA AA GOLD 24K  G.600,PZ,263.69
451305362,MACHO URANGA A/RAPIDO NC 1     x  8,PZ,264.86
450409258,ESCUADRA PLANA GALV  25 x 10 MM,PZ,265.072405825
450409259,ESPATULA S JUANA PINTOR 90 MM,PZ,265.072405825
450409260,ESPATULA S JUANA PINTOR 80 MM,PZ,265.072405825
450409261,ESPATULA S JUANA PINTOR 70 MM,PZ,265.072405825
450409262,ESPATULA S JUANA PINTOR 60 MM,PZ,265.072405825
451305629,CABEZAL P/CORTINA MOSQUERA 100 CM,PZ,266.76
450812444,RIEGO LLUVIA  ACOPLE RAPIDO,PZ,267.33
450813762,MECHA EZETA COLA CONICA 21.50 MM,PZ,267.43
424589776,PALANQ  LAMINADA 1045 101.60 MM,PZ,270.25
450813803,CORREA SECCION O N.18,PZ,270.76
450811165,LIJA AA COLORADO RUBI G. 50 E/G,PZ,270.96
450804290,PITON C/TOPE CERRADO BCE 18-45 x100,PZ,272.33
451305563,COLA A-10 SINTETICA x  6       KG,PZ,272.65
450802758,GANCHO ESTIRA TEJ GALV 3/8  x  5,PZ,273.02
450800722,PITON S/TOPE ABIERTO P/TACO  4 x100,PZ,275.81
450802205,GUARDACABO GALV   3/8,PZ,277.03
451305297,TORNILLO TIRAFONDO GALV 1/4 x1 1/2,PZ,277.97
451305564,COLA A-20 SINTETICA x     1/8  KG,PZ,277.97
424572800,MECHA EZETA CILIND TITANIO 12.50 MM,PZ,279.16
424574235,MECHA EZETA CILIND TITANIO  9.50 MM,PZ,280.11
450900685,GANCHO ESTIRA TEJ GALV 3/8  x  7,PZ,282.9
450813723,LIJA AA FENOB G.100   150 x 45000,PZ,283.3
451305301,TORNILLO TIRAFONDO GALV 1/4 x2 1/2,PZ,283.86
450812346,SEMILLA REFORZADA N. 6,GL,284.02
451305363,MACHO URANGA A/RAPIDO M  4 x 0.50,PZ,286.71
424594596,LIJA AA GOLD 24K  G. 80,PZ,286.91
450811495,MECHA EZETA COLA CONICA 17.25 MM,PZ,289.17
450800575,GANCHO ESTIRA TEJ GALV 3/8  x 11,PZ,289.55
451305306,TORNILLO TIRAFONDO GALV 1/4 x4,PZ,289.75
451305361,INSEC ALLEMANDI YARARA BOLSA 4x5 KG,PZ,289.75
424574250,PITON HO PUL ESCUAD  24 - 100 x  50,PZ,290.64
451305597,TORNILLO TIRAFONDO GALV 3/16x3,PZ,291.65
424595594,PINZA GHERARDI PICO LORO D/CREM 175,PZ,292.37
424593696,CANILLA SIFOLIMP PVC 1/2 C/PICO,PZ,292.48
450813902,CADENA NUDO N. 6,PZ,293.7
424589505,GANCHO ESTIRA TEJ GALV 5/16 x 12,PZ,293.84
450814485,RIEGO ACOPLE RAPIDO M 1/2,PZ,294.06
450800862,CABO P/LIMA REDONDA   100 A 150 MM,PZ,294.11
450814090,LIJA AA FENOB G.120   150 x 45000,GL,294.52
450806321,CLAVO C/REDONDA 12-16,PZ,298.94
450811811,MECHA EZETA COLA CONICA 31.25 MM,PZ,299.52
451102265,MECHA EZETA CILINDRICA A/R 16.25 MM,PZ,299.98
451102329,MECHA EZETA CILINDRICA A/R 15.75 MM,PZ,299.98
450814094,CLAVO ESCUADRA PUL 23 -  80,GL,300.59
450814095,HERRADURA ACANALADA PESADA C/CLIP 5,GL,300.59
450814510,GRILLETE FORJ GALV   5/8  x   3/4,PZ,301.39
424588271,MECHA MAX PLANA P/MAD    1/2,PZ,301.6
424572008,CLAVO ESCUADRA PUL 25 - 100,PZ,301.65
450801010,CAÃ‘O CRISTAL 19 - 25  x  25 MT,PZ,301.74
424589764,PITON C/TOPE CERRADO BCE 23-80 x 25,PZ,302.22
450819829,MECHA EZETA WIDIA BOSCH 14 x 210 MM,PZ,304
424570009,MACHO URANGA A/RAPIDO BSP  1/4 x 19,PZ,304.06
450812914,MECHA EZETA COLA CONICA 11.00 MM,PZ,304.1
424580098,MECHA EZETA WIDIA LARGA 400 20 MM,PZ,304.11
424588920,CAÃ‘O CRISTAL  6 -  9  x  50 MT,PZ,304.28
424574155,CLAVO ESPIRALADO 1 1/2  x 20 KG,PZ,304.65
450813931,MACHO URANGA A/ALEADO M 14 x 1.50,PZ,304.93
450817498,PITON HO PUL ESCUAD  21 -  50 x 100,PZ,305.41
450409106,TOR P/AGUJ C/TROMP P/MAD 10 x 3,PZ,305.507179595
450409107,TOR P/AGUJ C/TROMP P/MAD 10 x 4,PZ,305.507179595
450409108,TOR P/AGUJ C/TROMP P/MAD 10 x 5,PZ,305.507179595
422003007,MAQ ZONTA PERF RTO-PALANCA PRESION,PZ,306.33
450409104,TOR P/AGUJ C/TROMP P/MAD 10 x 2,PZ,307.23516138
424595721,BANDA AA TELA  75x457 O/A MAD G. 36,PZ,309.32
424595575,AZADA GHERARDI MENDOCINA 3      LBS,PZ,311.91
450409109,HORQUILLA GHERARDI 4 PUAS C/CORTO,PZ,311.958311592
451305194,BISAGRA REVERSIBLE PULIDA  2x 3x1.5,PZ,312
450814092,MECHA EZETA COLA CONICA 21.00 MM,GL,312.01
451305376,MACHO URANGA A/RAPIDO M  8 x 1.00,PZ,312.36
451305512,COLA P-60 P/PISOS DE MAD x 25 KG,PZ,312.36
450801724,MACHO URANGA A/ALEADO BSPT 1/8 x 28,PZ,314.18
450812915,MECHA EZETA COLA CONICA 14.00 MM,PZ,315.76
424564983,MECHA MAX PLANA P/MAD   15/16,PZ,317.2
424580220,MECHA NEIKE WIDIA LARGA 400 10 MM,PZ,317.2
450813587,BIS FICHA P/SOLD REF 100-33-8 x 2.5,PZ,317.2
451305497,CEMENTO SOPLETEABLE ROJO  x 18 LT,PZ,317.87
450800042,MECHA EZETA COLA CONICA 16.00 MM,PZ,318.28
450409105,TOR P/AGUJ C/TROMP P/MAD 10 x 2 1/2,PZ,318.755039947
424590005,CADENA P/PERRO N.18 LARGO 2.20 MT,PZ,319.9
450818696,MAQ ZONTA PERFORADORA AZULEJOS,PZ,320
450817051,CORREA SECCION A N.37,PZ,320.17
424561072,ALAMB REC NEGRO N.17 1.42 MM,PZ,321.17
424590036,CUCHARIN ROBLE P/ALBAÃ‘IL N. 5 1/2,PQ,322.14
451305418,PLANCHUELA 1518 6     x   3/4,PZ,323.38
451305419,CINTA BLANCA PESADA    x 100 MT,PZ,323.38
451305420,CINTA MINISTERIO VERDE x 100 MT,PZ,323.38
451305421,CINTA MARRON LIVIANA   x 100 MT,PZ,323.38
451305422,CAÃ‘O FUM-EVA 50 BAR 10x 50 MT,PZ,323.38
451305423,CAÃ‘O ALTA PRESION ROJO  6 MM x50 MT,PZ,323.38
451305424,MACHO URANGA A/RAPIDO M  5 x 0.50,PZ,323.38
451305565,COLA A-20 SINTETICA x     200  GR,PZ,323.38
451305600,CANDADO 606 IMPO 40 MM TRABA DOBLE,PZ,323.38
450810637,GANCHO CONTRA VIENTO 27 - 190 x 10,PZ,323.47
451305199,MECHA EZETA CILINDRICA A/R  3.00 MM,PZ,325.51
451305377,CUCARACHICIDA ALLEMANDI LIQ 12x500,PZ,326.8
451102267,CLAVO PUNTA PARIS 3 1/2  x 20 KG,PZ,326.97
451305252,TEJ ROMBO ACINDAR 180-50-14-10 ML,PZ,329.46
451305566,COLA A-20 SINTETICA x     1/4  KG,PZ,329.46
450806136,CLAVO ACERO GALV 2.0 - 40 x 200,PZ,330.83
450814091,HERRADURA ACANALADA PESADA 4,GL,330.83
450801725,ENROLLADOR REGADOR C/RUEDA,PZ,332.65
451305298,TORNILLO TIRAFONDO GALV 1/4 x1 3/4,PZ,334.97
451305601,CANDADO 606 IMPO 50 MM TRABA DOBLE,PZ,334.97
450905698,GANCHO CONTRA VIENTO 26 - 210 x 10,PZ,335.34
450819598,CORTINA P/BAÃ‘O COMPLETA CELESTE,PZ,335.6
424500871,CLAVO P/PARIS FRACC  8,PZ,336.56
450825853,ADHESIVO DUKE P/PVC   50 CM3,PZ,336.6
422002998,MECHA MAX PLANA P/MAD    1/4,PZ,336.87
450812978,PITON P/MAD SOLDADO  22 -  80 x 50,PZ,337.35
413062942,CINTA PASACABLES FLEJE 10 MT,PZ,337.52
451305302,CAÃ‘O RIEGO GREEN 1     x 25 MT,PZ,340.48
451305602,TORNILLO TIRAFONDO GALV 3/16x1 3/4,PZ,340.48
451305620,MACHO URANGA A/RAPIDO NC  3/8  x 16,PZ,340.48
450302745,MECHA NEIKE WIDIA CORTA  8 MM,PZ,343.46
450801755,PITON P/MAD SOLDADO  26 - 120 x 25,PZ,344.82
451305627,CAÃ‘O ALTA PRESION ROJO 12 MM x50 MT,PZ,345.99
451305633,CAÃ‘O HIDROCARBURO  6 - 10  x 50 MT,PZ,345.99
424504952,GRIFERIA VENUS DUCHA ARTIC BLANCO,PZ,346.32
451305292,TORNILLO TIRAFONDO GALV 3/16x2 1/2,PZ,346.37
451305596,CAÃ‘O HIDROCARBURO 10 - 16  x 50 MT,PZ,346.37
424575181,CLAVO ESPIRALADO FRACC  3 1/2,PZ,348.77
450810952,CABLE CORDON  1.5 MM 1 x 19,PZ,349.38
450906028,MECHA EZETA CILINDRICA A/R  0.70 MM,PZ,350
424575249,CLAVO ESPIRALADO 5      x 20 KG,PZ,350.96
450816455,CLAVO ESPIRALADO 3 1/2  x 15 KG,PZ,351
450803634,CABO P/HORQUILLA RECTO S/REGATON,PZ,351.92
424593697,CANILLA SIFOLIMP PVC 1/2 SERVICIO,PZ,352.07
451305425,CANILLA DUKE METAL NIQ ESFERA 1,PZ,352.07
451305426,CANILLA DUKE METAL NIQ ESFERA   3/4,PZ,352.07
451305427,CANILLA DUKE METAL NIQ ESFERA   1/2,PZ,352.07
451305428,CINTA BLANCA C/3 RAYAS x 100 MT,PZ,352.07
451305429,CANILLA MET DOBLE  P/LAVARROPA 1/2,PZ,352.07
451305430,POLIET ECO 3 x 200 x  50 CRISTAL,PZ,352.07
451305431,PINTURA MATRA AEROSOL AMARILLO,PZ,352.07
451305621,MACHO URANGA A/RAPIDO NC  5/16 x 18,PZ,352.07
450806023,PALA GHERARDI FORJ ANCHA        C/L,PZ,352.43
450811896,CINTA PASACABLES FLEJE 25 MT,PZ,353.5
450802957,LIJA AA FENOB G. 60   150 x 45000,PZ,353.6
450409100,TOR P/AGUJ C/TROMP P/MAD  8 x 2,PZ,355.273055004
450409101,TOR P/AGUJ C/TROMP P/MAD  8 x 2 1/2,PZ,355.273055004
451305184,ESPATULA S JUANA ENDUIR 160 MM,PZ,362.25
451305189,ESC BARREHOJA EL ABUELO PLASTICA,PZ,362.25
451305190,ESCARDILLO CORAZON Y 2 PUAS 78 MM,PZ,362.25
451305191,ESCARDILLO CORAZON Y 2 PUAS 67 MM,PZ,362.25
451404427,CLAVO ACERO GALV 3.0 - 50 x 100,PZ,363
451305320,TORNILLO TIRAFONDO GALV 5/16x4,PZ,363.47
451305321,TORNILLO TIRAFONDO GALV 5/16x4 1/2,PZ,363.47
450813699,GRAMPA P/CERCO 10-25 MM,PZ,366.88
450800585,ENROLLADOR REGADOR C/BASE,PZ,369.86
424593698,TOR P/MECHA WIN 10 - 24 x 1 7/16,PZ,372.97
451305366,HORM ALLEMANDI DUAL TARRO  12x 1 KG,PZ,374.87
424564885,RIEGO REGADOR 5V ACOPLE ESPIGA,PZ,375.34
450811888,CORREA SECCION A N.40,PZ,375.44
450814052,DESTAPACAÃ‘ERIA CINTA ACERO 10 MT,PZ,377.83
424500507,CHAIRA BIASSONI LISA  8 - 203 MM,PZ,378
422000590,MECHA MAX   JUEGO A/R x 6 UNID,CJ,379.6
450814018,BIS FICHA P/SOLD REF  80- 8   x 2.5,PZ,379.6
424595651,BANDA AA TELA  64x410 O/A MAD G.120,PZ,380.07
450814093,CLAVO P/PARIS FRACC  1,GL,381.56
450813737,RIEGO PISTOLA ACOPLE RAPIDO,PZ,382.2
451305372,LIMPIAMANOS ALLEMANDI PASTA   x6 KG,PZ,383.8
451305373,INSEC ALLEMANDI LIQ 12 x  500 CM3,PZ,383.8
451305545,CEMENTO 81 DE CONTACTO  x    1/4 LT,PZ,383.8
451305546,CEMENTO 81 DE CONTACTO  x    1/2 LT,PZ,383.8
451305547,CEMENTO 81 DE CONTACTO  x  1     LT,PZ,383.8
424565514,PITON HO PUL ESCUAD  20 -  60 x 100,PZ,384.17
