Enrollment date,Machine,Participant,Time of use (minutes)
2021-08-24 00:00:00,Machine 10,Participant 3,173
2021-08-19 00:00:00,Machine 3,Participant 61,114
2021-09-06 00:00:00,Machine 9,Participant 40,115
2021-10-15 00:00:00,Machine 3,Participant 27,132
2021-11-08 00:00:00,Machine 5,Participant 22,127
2021-08-01 00:00:00,Machine 6,Participant 38,148
2021-08-25 00:00:00,Machine 3,Participant 48,145
2021-10-19 00:00:00,Machine 8,Participant 25,116
2021-10-13 00:00:00,Machine 10,Participant 35,149
2021-11-24 00:00:00,Machine 5,Participant 13,124
2021-09-02 00:00:00,Machine 4,Participant 61,121
2021-09-13 00:00:00,Machine 6,Participant 70,153
2021-11-13 00:00:00,Machine 6,Participant 54,148
2021-10-06 00:00:00,Machine 9,Participant 21,149
2021-10-02 00:00:00,Machine 3,Participant 39,130
2021-10-06 00:00:00,Machine 9,Participant 38,169
2021-11-07 00:00:00,Machine 6,Participant 31,122
2021-09-05 00:00:00,Machine 4,Participant 11,162
2021-09-04 00:00:00,Machine 3,Participant 49,149
2021-11-06 00:00:00,Machine 10,Participant 16,112
2021-08-26 00:00:00,Machine 4,Participant 14,172
2021-09-28 00:00:00,Machine 9,Participant 45,126
2021-09-17 00:00:00,Machine 7,Participant 64,154
2021-10-09 00:00:00,Machine 2,Participant 57,161
2021-10-05 00:00:00,Machine 2,Participant 62,119
2021-10-08 00:00:00,Machine 1,Participant 53,150
2021-09-01 00:00:00,Machine 5,Participant 14,121
2021-10-04 00:00:00,Machine 1,Participant 3,156
2021-08-19 00:00:00,Machine 6,Participant 62,118
2021-08-21 00:00:00,Machine 5,Participant 13,128
2021-11-19 00:00:00,Machine 3,Participant 40,137
2021-09-04 00:00:00,Machine 6,Participant 66,155
2021-08-30 00:00:00,Machine 5,Participant 22,157
2021-10-28 00:00:00,Machine 1,Participant 32,166
2021-11-22 00:00:00,Machine 7,Participant 47,147
2021-10-06 00:00:00,Machine 8,Participant 58,167
2021-08-20 00:00:00,Machine 3,Participant 4,136
2021-09-26 00:00:00,Machine 1,Participant 28,128
2021-08-21 00:00:00,Machine 6,Participant 45,134
2021-10-20 00:00:00,Machine 8,Participant 22,117
2021-09-16 00:00:00,Machine 1,Participant 58,111
2021-10-13 00:00:00,Machine 9,Participant 11,140
2021-09-28 00:00:00,Machine 9,Participant 48,149
2021-11-19 00:00:00,Machine 3,Participant 69,171
2021-11-22 00:00:00,Machine 2,Participant 51,160
2021-10-25 00:00:00,Machine 5,Participant 60,142
2021-10-30 00:00:00,Machine 5,Participant 1,157
2021-10-16 00:00:00,Machine 8,Participant 61,145
2021-10-01 00:00:00,Machine 2,Participant 55,153
2021-08-05 00:00:00,Machine 5,Participant 1,145
2021-08-31 00:00:00,Machine 2,Participant 66,150
2021-09-17 00:00:00,Machine 1,Participant 31,172
2021-09-04 00:00:00,Machine 5,Participant 33,121
2021-10-31 00:00:00,Machine 6,Participant 45,133
2021-09-25 00:00:00,Machine 1,Participant 22,160
2021-11-22 00:00:00,Machine 5,Participant 23,152
2021-09-03 00:00:00,Machine 8,Participant 63,122
2021-11-01 00:00:00,Machine 3,Participant 33,134
2021-10-27 00:00:00,Machine 6,Participant 62,138
2021-10-19 00:00:00,Machine 9,Participant 28,116
2021-11-25 00:00:00,Machine 2,Participant 43,119
2021-09-10 00:00:00,Machine 10,Participant 4,166
2021-10-16 00:00:00,Machine 4,Participant 40,166
2021-08-20 00:00:00,Machine 2,Participant 36,146
2021-09-09 00:00:00,Machine 3,Participant 40,153
2021-10-07 00:00:00,Machine 4,Participant 63,139
2021-09-19 00:00:00,Machine 5,Participant 37,159
2021-11-14 00:00:00,Machine 5,Participant 38,116
2021-10-17 00:00:00,Machine 8,Participant 17,158
2021-08-12 00:00:00,Machine 6,Participant 2,134
2021-11-08 00:00:00,Machine 4,Participant 40,154
2021-08-15 00:00:00,Machine 1,Participant 54,137
2021-11-14 00:00:00,Machine 10,Participant 15,160
2021-10-05 00:00:00,Machine 1,Participant 25,169
2021-10-14 00:00:00,Machine 1,Participant 57,122
2021-09-03 00:00:00,Machine 9,Participant 8,145
2021-09-13 00:00:00,Machine 7,Participant 36,163
2021-10-02 00:00:00,Machine 1,Participant 46,141
2021-11-26 00:00:00,Machine 3,Participant 41,116
2021-09-29 00:00:00,Machine 3,Participant 55,163
2021-11-15 00:00:00,Machine 6,Participant 3,124
2021-10-20 00:00:00,Machine 1,Participant 17,161
2021-10-16 00:00:00,Machine 8,Participant 2,122
2021-08-07 00:00:00,Machine 7,Participant 21,122
2021-08-06 00:00:00,Machine 5,Participant 51,169
2021-10-06 00:00:00,Machine 4,Participant 38,136
2021-08-11 00:00:00,Machine 8,Participant 50,145
2021-11-06 00:00:00,Machine 7,Participant 60,127
2021-10-28 00:00:00,Machine 9,Participant 30,141
2021-09-29 00:00:00,Machine 8,Participant 55,131
2021-09-13 00:00:00,Machine 4,Participant 70,126
2021-10-14 00:00:00,Machine 3,Participant 31,144
2021-09-11 00:00:00,Machine 8,Participant 4,128
2021-10-15 00:00:00,Machine 6,Participant 32,128
2021-10-18 00:00:00,Machine 4,Participant 62,137
2021-10-26 00:00:00,Machine 8,Participant 11,130
2021-10-19 00:00:00,Machine 9,Participant 61,144
2021-10-09 00:00:00,Machine 4,Participant 70,131
2021-08-31 00:00:00,Machine 8,Participant 49,166
2021-09-16 00:00:00,Machine 8,Participant 12,133
2021-09-14 00:00:00,Machine 6,Participant 47,130
2021-09-14 00:00:00,Machine 3,Participant 68,129
2021-09-17 00:00:00,Machine 3,Participant 26,180
2021-08-24 00:00:00,Machine 8,Participant 30,137
2021-08-10 00:00:00,Machine 7,Participant 33,116
2021-11-04 00:00:00,Machine 3,Participant 49,169
2021-09-02 00:00:00,Machine 2,Participant 32,150
2021-10-23 00:00:00,Machine 4,Participant 50,140
2021-10-21 00:00:00,Machine 9,Participant 59,144
2021-08-25 00:00:00,Machine 1,Participant 16,176
2021-08-17 00:00:00,Machine 2,Participant 50,105
2021-11-28 00:00:00,Machine 10,Participant 15,166
2021-11-21 00:00:00,Machine 7,Participant 52,137
2021-09-08 00:00:00,Machine 9,Participant 47,146
2021-09-24 00:00:00,Machine 1,Participant 1,137
2021-10-25 00:00:00,Machine 9,Participant 19,120
2021-09-21 00:00:00,Machine 3,Participant 36,141
2021-09-03 00:00:00,Machine 5,Participant 21,108
2021-10-03 00:00:00,Machine 2,Participant 27,111
2021-10-27 00:00:00,Machine 8,Participant 17,172
2021-08-30 00:00:00,Machine 5,Participant 4,158
2021-11-25 00:00:00,Machine 2,Participant 52,141
2021-10-10 00:00:00,Machine 9,Participant 58,160
2021-10-27 00:00:00,Machine 1,Participant 66,163
2021-11-26 00:00:00,Machine 2,Participant 45,169
2021-09-18 00:00:00,Machine 5,Participant 59,121
2021-09-01 00:00:00,Machine 4,Participant 56,161
2021-09-12 00:00:00,Machine 6,Participant 36,137
2021-11-28 00:00:00,Machine 9,Participant 41,126
2021-09-24 00:00:00,Machine 6,Participant 47,128
2021-11-22 00:00:00,Machine 7,Participant 55,146
2021-10-07 00:00:00,Machine 2,Participant 11,135
2021-09-18 00:00:00,Machine 5,Participant 40,140
2021-08-17 00:00:00,Machine 5,Participant 14,174
2021-08-09 00:00:00,Machine 7,Participant 34,121
2021-10-20 00:00:00,Machine 3,Participant 52,170
2021-09-27 00:00:00,Machine 5,Participant 41,168
2021-10-03 00:00:00,Machine 3,Participant 28,133
2021-11-06 00:00:00,Machine 9,Participant 69,129
