Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
450802762,CLAVO ESCUADRA PUL 23 - 110,PZ,1988.19,,,,,CLAVO ESCUADRA PUL 23 - 110,450802762,PZ,1988.19,,,,,,,,,,,,,,,,,,,
424592784,CACEROLA FUND ENLOZADA N. 2,PZ,1989.16,,,,,CACEROLA FUND ENLOZADA N. 2,424592784,PZ,1989.16,,,,,,,,,,,,,,,,,,,
451305414,PLANCHUELA 1518 5     x   5/8,PZ,1995.95,,,,,PLANCHUELA 1518 5     x   5/8,451305414,PZ,1995.95,,,,,,,,,,,,,,,,,,,
451305527,CINTA TEJ P/SILLON NARANJA   x 100 MT,PZ,1995.95,,,,,CINTA TEJ P/SILLON NARANJA   x 100 MT,451305527,PZ,1995.95,,,,,,,,,,,,,,,,,,,
450816388,CINTA EVEL 125 STANDARD    25 MT,PZ,1997.803581234,,,,,CINTA EVEL 125 STANDARD    25 MT,450816388,PZ,1997.803581234,,,,,,,,,,,,,,,,,,,
451305464,PINTURA MATRA AEROSOL VERDE INGLES,PZ,1998.8,,,,,PINTURA MATRA AEROSOL VERDE INGLES,451305464,PZ,1998.8,,,,,,,,,,,,,,,,,,,
450813594,MACHO URANGA A/ALEADO BSPT 1/4 x 19,PZ,2006.95,,,,,MACHO URANGA A/ALEADO BSPT 1/4 x 19,450813594,PZ,2006.95,,,,,,,,,,,,,,,,,,,
450409146,FRATACHO PINO 12 x 20 CM,PZ,2010.679605071,,,,,FRATACHO PINO 12 x 20 CM,450409146,PZ,2010.679605071,,,,,,,,,,,,,,,,,,,
450409147,FRATACHO PINO 12 x 25 CM,PZ,2010.679605071,,,,,FRATACHO PINO 12 x 25 CM,450409147,PZ,2010.679605071,,,,,,,,,,,,,,,,,,,
450409188,BARRENO BIASSONI   11/16,PZ,2010.679605071,,,,,BARRENO BIASSONI   11/16,450409188,PZ,2010.679605071,,,,,,,,,,,,,,,,,,,
450409192,BARRENO BIASSONI 1  1/8,PZ,2010.679605071,,,,,BARRENO BIASSONI 1  1/8,450409192,PZ,2010.679605071,,,,,,,,,,,,,,,,,,,
450804227,MACHO TAP A/LAMINADO NF  5/16 x 24,PZ,2017.6,,,,,MACHO TAP A/LAMINADO NF  5/16 x 24,450804227,PZ,2017.6,,,,,,,,,,,,,,,,,,,
451305607,CANDADO 606 40MM JGO  6 PZS COMB,PZ,2021.41,,,,,CANDADO 606 40MM JGO  6 PZS COMB,451305607,PZ,2021.41,,,,,,,,,,,,,,,,,,,
424581576,SIFON P/BACHA DOBLE  DIAM 50 MM,PZ,2028,,,,,SIFON P/BACHA DOBLE  DIAM 50 MM,424581576,PZ,2028,,,,,,,,,,,,,,,,,,,
450813593,MECHA EZETA COLA CONICA 19.75 MM,PZ,2046.62,,,,,MECHA EZETA COLA CONICA 19.75 MM,450813593,PZ,2046.62,,,,,,,,,,,,,,,,,,,
424596203,PITON S/TOPE CERRADO BCE 18-40 x100,PZ,2054.4,,,,,PITON S/TOPE CERRADO BCE 18-40 x100,424596203,PZ,2054.4,,,,,,,,,,,,,,,,,,,
424596204,PITON S/TOPE CERRADO BCE 17-35 x100,PZ,2054.4,,,,,PITON S/TOPE CERRADO BCE 17-35 x100,424596204,PZ,2054.4,,,,,,,,,,,,,,,,,,,
424596205,PITON S/TOPE CERRADO BCE 16-30 x200,PZ,2054.4,,,,,PITON S/TOPE CERRADO BCE 16-30 x200,424596205,PZ,2054.4,,,,,,,,,,,,,,,,,,,
424596207,PITON S/TOPE CERRADO BCE 15-25 x200,PZ,2054.4,,,,,PITON S/TOPE CERRADO BCE 15-25 x200,424596207,PZ,2054.4,,,,,,,,,,,,,,,,,,,
450815957,PITON P/MAD SOLDADO  21 -  70 x 50,PZ,2055.24,,,,,PITON P/MAD SOLDADO  21 -  70 x 50,450815957,PZ,2055.24,,,,,,,,,,,,,,,,,,,
450901051,BALDE PLAST PICO VERT 10 LT ROJO,PZ,2063.36,,,,,BALDE PLAST PICO VERT 10 LT ROJO,450901051,PZ,2063.36,,,,,,,,,,,,,,,,,,,
450409159,TUERCA ESTAMPADA HEXAGONAL 1/4,PZ,2077.610099546,,,,,TUERCA ESTAMPADA HEXAGONAL 1/4,450409159,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
450409160,TUERCA ESTAMPADA HEXAGONAL 5/16,PZ,2077.610099546,,,,,TUERCA ESTAMPADA HEXAGONAL 5/16,450409160,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
450409161,TUERCA ESTAMPADA HEXAGONAL 3/8,PZ,2077.610099546,,,,,TUERCA ESTAMPADA HEXAGONAL 3/8,450409161,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
450409162,TUERCA ESTAMPADA CUADRADA  1/8,PZ,2077.610099546,,,,,TUERCA ESTAMPADA CUADRADA  1/8,450409162,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
450409163,TUERCA ESTAMPADA CUADRADA  5/32,PZ,2077.610099546,,,,,TUERCA ESTAMPADA CUADRADA  5/32,450409163,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
450409165,TUERCA ESTAMPADA CUADRADA  1/4,PZ,2077.610099546,,,,,TUERCA ESTAMPADA CUADRADA  1/4,450409165,PZ,2077.610099546,,,,,,,,,,,,,,,,,,,
424572784,CINTA EVEL 202 RETROFLEX    2 MT,PZ,2081.04,,,,,CINTA EVEL 202 RETROFLEX    2 MT,424572784,PZ,2081.04,,,,,,,,,,,,,,,,,,,
450409369,MACHO URANGA A/RAPIDO NC  1/2  x 13,PZ,2085.25,,,,,MACHO URANGA A/RAPIDO NC  1/2  x 13,450409369,PZ,2085.25,,,,,,,,,,,,,,,,,,,
424572687,GUANTE LATEX P/CORTO 10,PZ,2099.78,,,,,GUANTE LATEX P/CORTO 10,424572687,PZ,2099.78,,,,,,,,,,,,,,,,,,,
451305392,DISCO XPERT   C/D 230x3.0x22.2 O/A,PZ,2123.63,,,,,DISCO XPERT   C/D 230x3.0x22.2 O/A,451305392,PZ,2123.63,,,,,,,,,,,,,,,,,,,
450905679,BISAGRA REVERSIBLE BCEADA  2x 5x1.5,PZ,2125.76,,,,,BISAGRA REVERSIBLE BCEADA  2x 5x1.5,450905679,PZ,2125.76,,,,,,,,,,,,,,,,,,,
450817189,CORTINA P/BAÃ‘O RTO-PROTECT BEIGE,PZ,2130.13,,,,,CORTINA P/BAÃ‘O RTO-PROTECT BEIGE,450817189,PZ,2130.13,,,,,,,,,,,,,,,,,,,
450816507,ARGOLLA NIQUELADA 30 MM,PZ,2139.61,,,,,ARGOLLA NIQUELADA 30 MM,450816507,PZ,2139.61,,,,,,,,,,,,,,,,,,,
450409277,AZADA FERCAS CARPIR N.0  110 MM,PZ,2147.514043502,,,,,AZADA FERCAS CARPIR N.0  110 MM,450409277,PZ,2147.514043502,,,,,,,,,,,,,,,,,,,
450409370,MACHO URANGA A/RAPIDO NC  7/16 x 14,PZ,2177.78,,,,,MACHO URANGA A/RAPIDO NC  7/16 x 14,450409370,PZ,2177.78,,,,,,,,,,,,,,,,,,,
451301849,MECHA EZETA CILINDRICA A/R 13.25 MM,PZ,2186.39,,,,,MECHA EZETA CILINDRICA A/R 13.25 MM,451301849,PZ,2186.39,,,,,,,,,,,,,,,,,,,
424592437,CLAVO ESCUADRA PUL 19 -  60,KT,2189.62,,,,,CLAVO ESCUADRA PUL 19 -  60,424592437,KT,2189.62,,,,,,,,,,,,,,,,,,,
450818806,CLAVO C/CHATA 10-40,PZ,2200,,,,,CLAVO C/CHATA 10-40,450818806,PZ,2200,,,,,,,,,,,,,,,,,,,
451305470,AEROSOL MATRA BARNIZ MARINO,PZ,2226.04,,,,,AEROSOL MATRA BARNIZ MARINO,451305470,PZ,2226.04,,,,,,,,,,,,,,,,,,,
451305553,CEMENTO 91 DE CONTACTO  x  4     LT,PZ,2229.65,,,,,CEMENTO 91 DE CONTACTO  x  4     LT,451305553,PZ,2229.65,,,,,,,,,,,,,,,,,,,
451305467,PINTURA MATRA AEROSOL ORO,PZ,2248.65,,,,,PINTURA MATRA AEROSOL ORO,451305467,PZ,2248.65,,,,,,,,,,,,,,,,,,,
451305592,CAÃ‘O HIDROCARBURO  5 -  9  x 50 MT,PZ,2248.65,,,,,CAÃ‘O HIDROCARBURO  5 -  9  x 50 MT,451305592,PZ,2248.65,,,,,,,,,,,,,,,,,,,
450816434,ROLDANA CHAPA GALV 38 MM,PZ,2263.132018636,,,,,ROLDANA CHAPA GALV 38 MM,450816434,PZ,2263.132018636,,,,,,,,,,,,,,,,,,,
424590529,REGLA EVEL METALICA 100 CM,PZ,2267.29,,,,,REGLA EVEL METALICA 100 CM,424590529,PZ,2267.29,,,,,,,,,,,,,,,,,,,
424593812,MACHO URANGA A/ALEADO NC  5/16 x 18,PZ,2268.24,,,,,MACHO URANGA A/ALEADO NC  5/16 x 18,424593812,PZ,2268.24,,,,,,,,,,,,,,,,,,,
451301080,CLAVO ESCUADRA PUL 24 - 120,PZ,2288,,,,,CLAVO ESCUADRA PUL 24 - 120,451301080,PZ,2288,,,,,,,,,,,,,,,,,,,
451305517,COLA T-15 P/TELGOPOR   200 GR,PZ,2293.49,,,,,COLA T-15 P/TELGOPOR   200 GR,451305517,PZ,2293.49,,,,,,,,,,,,,,,,,,,
424588156,CLAVO ESPIRALADO FRACC  2 1/2,PZ,2336.64,,,,,CLAVO ESPIRALADO FRACC  2 1/2,424588156,PZ,2336.64,,,,,,,,,,,,,,,,,,,
450409164,TUERCA ESTAMPADA CUADRADA  3/16,PZ,2345.90807137,,,,,TUERCA ESTAMPADA CUADRADA  3/16,450409164,PZ,2345.90807137,,,,,,,,,,,,,,,,,,,
424588484,CLAVO ACERO ESC GALV 4.0 - 90 x 50,PZ,2362.11486248,,,,,CLAVO ACERO ESC GALV 4.0 - 90 x 50,424588484,PZ,2362.11486248,,,,,,,,,,,,,,,,,,,
451305244,MACHO URANGA A/RAPIDO M  9 x 1.00,PZ,2362.65,,,,,MACHO URANGA A/RAPIDO M  9 x 1.00,451305244,PZ,2362.65,,,,,,,,,,,,,,,,,,,
451301847,MECHA EZETA CILINDRICA A/R 13.00 MM,PZ,2371.99,,,,,MECHA EZETA CILINDRICA A/R 13.00 MM,451301847,PZ,2371.99,,,,,,,,,,,,,,,,,,,
451301011,PITON HO PUL ESCUAD  26 - 120 x  25,PZ,2385.66,,,,,PITON HO PUL ESCUAD  26 - 120 x  25,451301011,PZ,2385.66,,,,,,,,,,,,,,,,,,,
450816402,GANCHO HOOK P/COLGAR 150 x 150 MM,PZ,2387.799,,,,,GANCHO HOOK P/COLGAR 150 x 150 MM,450816402,PZ,2387.799,,,,,,,,,,,,,,,,,,,
424592235,MECHA EZETA CILIND TITANIO  6.50 MM,PQ,2388.24,,,,,MECHA EZETA CILIND TITANIO  6.50 MM,424592235,PQ,2388.24,,,,,,,,,,,,,,,,,,,
424584771,CADENA P/PERRO N.15 LARGO 1.70 MT,PZ,2393.35,,,,,CADENA P/PERRO N.15 LARGO 1.70 MT,424584771,PZ,2393.35,,,,,,,,,,,,,,,,,,,
424590540,MECHA EZETA WIDIA CORTA  6 MM,PZ,2407.36,,,,,MECHA EZETA WIDIA CORTA  6 MM,424590540,PZ,2407.36,,,,,,,,,,,,,,,,,,,
450803402,MAQ ZONTA PERF RTO-BRAZO GIRATORIO,PZ,2439.3,,,,,MAQ ZONTA PERF RTO-BRAZO GIRATORIO,450803402,PZ,2439.3,,,,,,,,,,,,,,,,,,,
450806566,GANCHO ESTIRA TEJ GALV 5/16 x 13,PZ,2446.33,,,,,GANCHO ESTIRA TEJ GALV 5/16 x 13,450806566,PZ,2446.33,,,,,,,,,,,,,,,,,,,
451305469,MACHO URANGA A/RAPIDO M  6 x 0.75,PZ,2453.09,,,,,MACHO URANGA A/RAPIDO M  6 x 0.75,451305469,PZ,2453.09,,,,,,,,,,,,,,,,,,,
450819469,ARGOLLA NIQUELADA 25 MM,PZ,2454.49,,,,,ARGOLLA NIQUELADA 25 MM,450819469,PZ,2454.49,,,,,,,,,,,,,,,,,,,
450819471,ARGOLLA NIQUELADA 27 MM,PZ,2454.49,,,,,ARGOLLA NIQUELADA 27 MM,450819471,PZ,2454.49,,,,,,,,,,,,,,,,,,,
450816409,CLAVO ESCUADRA PUL 24 -  80,PZ,2461.695255334,,,,,CLAVO ESCUADRA PUL 24 -  80,450816409,PZ,2461.695255334,,,,,,,,,,,,,,,,,,,
451301887,BISAGRA REVERSIBLE PULIDA 80x20x1.5,PZ,2463.76,,,,,BISAGRA REVERSIBLE PULIDA 80x20x1.5,451301887,PZ,2463.76,,,,,,,,,,,,,,,,,,,
451305146,RIEL RTO-TOPE PLAST COMUN     x  10,PZ,2478.06,,,,,RIEL RTO-TOPE PLAST COMUN     x  10,451305146,PZ,2478.06,,,,,,,,,,,,,,,,,,,
450801503,GANCHO J P/GALPON COMP 1/4 x  70 MM,PZ,2484.62,,,,,GANCHO J P/GALPON COMP 1/4 x  70 MM,450801503,PZ,2484.62,,,,,,,,,,,,,,,,,,,
451305473,CEMENTO 51 P/APARAR CALZADO x  4 LT,PZ,2489.76,,,,,CEMENTO 51 P/APARAR CALZADO x  4 LT,451305473,PZ,2489.76,,,,,,,,,,,,,,,,,,,
450400705,ARCO SIERRA EL ABUELO BRICOLSIER,PZ,2495.41,,,,,ARCO SIERRA EL ABUELO BRICOLSIER,450400705,PZ,2495.41,,,,,,,,,,,,,,,,,,,
451300792,CLAVO ESCUADRA PUL 25 -  80,PZ,2496,,,,,CLAVO ESCUADRA PUL 25 -  80,451300792,PZ,2496,,,,,,,,,,,,,,,,,,,
424599905,CLAVO ACERO ESC GALV 3.5 - 60 x100,PZ,2528.13,,,,,CLAVO ACERO ESC GALV 3.5 - 60 x100,424599905,PZ,2528.13,,,,,,,,,,,,,,,,,,,
450409166,TUERCA ESTAMPADA CUADRADA  5/16,PZ,2546.814753576,,,,,TUERCA ESTAMPADA CUADRADA  5/16,450409166,PZ,2546.814753576,,,,,,,,,,,,,,,,,,,
450409167,TUERCA ESTAMPADA CUADRADA  3/8,PZ,2546.814753576,,,,,TUERCA ESTAMPADA CUADRADA  3/8,450409167,PZ,2546.814753576,,,,,,,,,,,,,,,,,,,
451300168,MECHA EZETA COLA CONICA 49.25 MM,PQ,2555.28,,,,,MECHA EZETA COLA CONICA 49.25 MM,451300168,PQ,2555.28,,,,,,,,,,,,,,,,,,,
451305608,CAÃ‘O RIEGO GREEN 1     x 50 MT,PZ,2557.97,,,,,CAÃ‘O RIEGO GREEN 1     x 50 MT,451305608,PZ,2557.97,,,,,,,,,,,,,,,,,,,
424596163,PITON S/TOPE ESCUAD  BCE 17-35 x100,PZ,2568,,,,,PITON S/TOPE ESCUAD  BCE 17-35 x100,424596163,PZ,2568,,,,,,,,,,,,,,,,,,,
424596164,PITON S/TOPE ESCUAD  BCE 18-40 x100,PZ,2568,,,,,PITON S/TOPE ESCUAD  BCE 18-40 x100,424596164,PZ,2568,,,,,,,,,,,,,,,,,,,
424596165,PITON S/TOPE ESCUAD  BCE 16-30 x200,PZ,2568,,,,,PITON S/TOPE ESCUAD  BCE 16-30 x200,424596165,PZ,2568,,,,,,,,,,,,,,,,,,,
424596166,PITON S/TOPE ESCUAD  BCE 15-25 x200,PZ,2568,,,,,PITON S/TOPE ESCUAD  BCE 15-25 x200,424596166,PZ,2568,,,,,,,,,,,,,,,,,,,
450819470,ALAM PUAS 16-101 x  25 MT,PZ,2568.29,,,,,ALAM PUAS 16-101 x  25 MT,450819470,PZ,2568.29,,,,,,,,,,,,,,,,,,,
450816438,CLAVO ACERO GALV 2.0 - 25 x 200,PZ,2580.19789336,,,,,CLAVO ACERO GALV 2.0 - 25 x 200,450816438,PZ,2580.19789336,,,,,,,,,,,,,,,,,,,
450816497,MAQ RTO-RUEDA DE WIDIA x 5 U,PZ,2590,,,,,MAQ RTO-RUEDA DE WIDIA x 5 U,450816497,PZ,2590,,,,,,,,,,,,,,,,,,,
450816498,BUSCAPOLO EL ABUELO  x 10 U,PZ,2590,,,,,BUSCAPOLO EL ABUELO  x 10 U,450816498,PZ,2590,,,,,,,,,,,,,,,,,,,
450819706,PUNTA GHERARDI HEXAGONAL 18-21 300,PZ,2597.33,,,,,PUNTA GHERARDI HEXAGONAL 18-21 300,450819706,PZ,2597.33,,,,,,,,,,,,,,,,,,,
451305278,TORNILLO TIRAFONDO GALV 3/16x2,PZ,2612.12,,,,,TORNILLO TIRAFONDO GALV 3/16x2,451305278,PZ,2612.12,,,,,,,,,,,,,,,,,,,
424564450,TELA M/SOMBRA 100 MT AZUL -BLAN 80%,PZ,2622.46,,,,,TELA M/SOMBRA 100 MT AZUL -BLAN 80%,424564450,PZ,2622.46,,,,,,,,,,,,,,,,,,,
424595098,CABO P/LIMA PLANA     100 A 150 MM,PZ,2645.76,,,,,CABO P/LIMA PLANA     100 A 150 MM,424595098,PZ,2645.76,,,,,,,,,,,,,,,,,,,
450800287,MECHA EZETA COLA CONICA 22.50 MM,PZ,2645.76,,,,,MECHA EZETA COLA CONICA 22.50 MM,450800287,PZ,2645.76,,,,,,,,,,,,,,,,,,,
424590525,MECHA EZETA WIDIA LARGA 200 10 MM,PZ,2659.16,,,,,MECHA EZETA WIDIA LARGA 200 10 MM,424590525,PZ,2659.16,,,,,,,,,,,,,,,,,,,
451305346,DISCO XPERT   C/P 178x1.6x22.2 O/A,PZ,2664.18,,,,,DISCO XPERT   C/P 178x1.6x22.2 O/A,451305346,PZ,2664.18,,,,,,,,,,,,,,,,,,,
451404408,CLAVO ACERO GALV 3.0 - 30 x 100,PZ,2665.6,,,,,CLAVO ACERO GALV 3.0 - 30 x 100,451404408,PZ,2665.6,,,,,,,,,,,,,,,,,,,
450803403,BISAGRA T/1842 63 MM,PZ,2693.6,,,,,BISAGRA T/1842 63 MM,450803403,PZ,2693.6,,,,,,,,,,,,,,,,,,,
450816496,BISAGRA REVERSIBLE PULIDA  2x 5x1.5,PZ,2693.6,,,,,BISAGRA REVERSIBLE PULIDA  2x 5x1.5,450816496,PZ,2693.6,,,,,,,,,,,,,,,,,,,
424573248,MECHA MAX PLANA P/MAD    3/8,PZ,2698.8,,,,,MECHA MAX PLANA P/MAD    3/8,424573248,PZ,2698.8,,,,,,,,,,,,,,,,,,,
424566336,CLAVO CAJ PULIDO 12- 25 x 30 KG,CJ,2701.23,,,,,CLAVO CAJ PULIDO 12- 25 x 30 KG,424566336,CJ,2701.23,,,,,,,,,,,,,,,,,,,
451305349,HORM ALLEMANDI MIREX BOLSA 12x500GR,PZ,2705.41,,,,,HORM ALLEMANDI MIREX BOLSA 12x500GR,451305349,PZ,2705.41,,,,,,,,,,,,,,,,,,,
424596200,GRIFERIA VENUS DUCHA S/TRANS CROMO,PZ,2717.12,,,,,GRIFERIA VENUS DUCHA S/TRANS CROMO,424596200,PZ,2717.12,,,,,,,,,,,,,,,,,,,
413062561,MENSULA DOBLE ALUM   470 MM,PZ,2740.63,,,,,MENSULA DOBLE ALUM   470 MM,413062561,PZ,2740.63,,,,,,,,,,,,,,,,,,,
424564472,GRAMPA PRENSA CABLE GALV   7/16,PZ,2744.7,,,,,GRAMPA PRENSA CABLE GALV   7/16,424564472,PZ,2744.7,,,,,,,,,,,,,,,,,,,
450819215,GRAMPA P/CERCO  9-38 MM,PZ,2757.758,,,,,GRAMPA P/CERCO  9-38 MM,450819215,PZ,2757.758,,,,,,,,,,,,,,,,,,,
450818672,MAQ ZONTA PERF RTO-BARRENADOR,PZ,2784.6,,,,,MAQ ZONTA PERF RTO-BARRENADOR,450818672,PZ,2784.6,,,,,,,,,,,,,,,,,,,
450409275,AZADA FERCAS ALBAÃ‘IL C/REGATON,PZ,2789.5252467,,,,,AZADA FERCAS ALBAÃ‘IL C/REGATON,450409275,PZ,2789.5252467,,,,,,,,,,,,,,,,,,,
450803401,BISAGRA T/1842 38 MM,PZ,2795.96,,,,,BISAGRA T/1842 38 MM,450803401,PZ,2795.96,,,,,,,,,,,,,,,,,,,
451305149,MECHA EZETA COLA CONICA 46.00 MM,PZ,2801.13,,,,,MECHA EZETA COLA CONICA 46.00 MM,451305149,PZ,2801.13,,,,,,,,,,,,,,,,,,,
424599825,FAROL RTO-BOQUILLA 250 W,PZ,2818.53,,,,,FAROL RTO-BOQUILLA 250 W,424599825,PZ,2818.53,,,,,,,,,,,,,,,,,,,
424590530,MECHA EZETA WIDIA LARGA 400 22 MM,PZ,2861.36,,,,,MECHA EZETA WIDIA LARGA 400 22 MM,424590530,PZ,2861.36,,,,,,,,,,,,,,,,,,,
451305515,IMPRIMACION P-61 x 1 KG,PZ,2866.53,,,,,IMPRIMACION P-61 x 1 KG,451305515,PZ,2866.53,,,,,,,,,,,,,,,,,,,
451305552,CEMENTO 91 DE CONTACTO  x  1     LT,PZ,2866.53,,,,,CEMENTO 91 DE CONTACTO  x  1     LT,451305552,PZ,2866.53,,,,,,,,,,,,,,,,,,,
424564379,MECHA NEIKE WIDIA CORTA 10 MM,PZ,2884.72,,,,,MECHA NEIKE WIDIA CORTA 10 MM,424564379,PZ,2884.72,,,,,,,,,,,,,,,,,,,
451305393,DISCO XPERT   C/D 114x4.8x22.2 O/A,PZ,2972.93,,,,,DISCO XPERT   C/D 114x4.8x22.2 O/A,451305393,PZ,2972.93,,,,,,,,,,,,,,,,,,,
451305182,MECHA EZETA COLA CONICA 44.50 MM,PZ,3018.143856109,,,,,MECHA EZETA COLA CONICA 44.50 MM,451305182,PZ,3018.143856109,,,,,,,,,,,,,,,,,,,
424580873,MECHA EZETA WIDIA CORTA  8 MM,CJ,3065.44,,,,,MECHA EZETA WIDIA CORTA  8 MM,424580873,CJ,3065.44,,,,,,,,,,,,,,,,,,,
451301278,BISAGRA REVERSIBLE BCEADA  2x 3x1.5,PZ,3086.35,,,,,BISAGRA REVERSIBLE BCEADA  2x 3x1.5,451301278,PZ,3086.35,,,,,,,,,,,,,,,,,,,
451305241,TEJ ROMBO ACINDAR 150-63-14-10 ML,PZ,3108.59,,,,,TEJ ROMBO ACINDAR 150-63-14-10 ML,451305241,PZ,3108.59,,,,,,,,,,,,,,,,,,,
424593810,MACHO URANGA A/ALEADO NC  1/4  x 20,PZ,3121.04,,,,,MACHO URANGA A/ALEADO NC  1/4  x 20,424593810,PZ,3121.04,,,,,,,,,,,,,,,,,,,
450816445,CLAVO ACERO GALV 1.7 - 20 x 200,PZ,3127.101634728,,,,,CLAVO ACERO GALV 1.7 - 20 x 200,450816445,PZ,3127.101634728,,,,,,,,,,,,,,,,,,,
451305675,MECHA EZETA CILINDRICA A/R  0.20 MM,PZ,3127.5,,,,,MECHA EZETA CILINDRICA A/R  0.20 MM,451305675,PZ,3127.5,,,,,,,,,,,,,,,,,,,
450905726,CARCIMA 1000 JARDIN 4 PIEZAS,PZ,3150,,,,,CARCIMA 1000 JARDIN 4 PIEZAS,450905726,PZ,3150,,,,,,,,,,,,,,,,,,,
451301280,BISAGRA T/1842 51 MM,PZ,3182.42,,,,,BISAGRA T/1842 51 MM,451301280,PZ,3182.42,,,,,,,,,,,,,,,,,,,
424588485,MECHA EZETA CILIND TITANIO  2.50 MM,PZ,3184.873971883,,,,,MECHA EZETA CILIND TITANIO  2.50 MM,424588485,PZ,3184.873971883,,,,,,,,,,,,,,,,,,,
424588142,MECHA EZETA CILIND TITANIO  6.00 MM,PZ,3193.8,,,,,MECHA EZETA CILIND TITANIO  6.00 MM,424588142,PZ,3193.8,,,,,,,,,,,,,,,,,,,
450409282,ACEITERA PLAST PICO FLEX   500 CM3,PZ,3199.57968255,,,,,ACEITERA PLAST PICO FLEX   500 CM3,450409282,PZ,3199.57968255,,,,,,,,,,,,,,,,,,,
450815611,BISAGRA 5005 PULIDA IMP  25 MM,PZ,3225.18,,,,,BISAGRA 5005 PULIDA IMP  25 MM,450815611,PZ,3225.18,,,,,,,,,,,,,,,,,,,
451305556,CEMENTO 101 DE CONTACTO x    1/8 LT,PZ,3244.44,,,,,CEMENTO 101 DE CONTACTO x    1/8 LT,451305556,PZ,3244.44,,,,,,,,,,,,,,,,,,,
450818671,PALA MAGER POCERA    C/LARGO,PZ,3258,,,,,PALA MAGER POCERA    C/LARGO,450818671,PZ,3258,,,,,,,,,,,,,,,,,,,
451305523,COLA W-3 RESISTENTE AL AGUA x 20 KG,PZ,3258.88,,,,,COLA W-3 RESISTENTE AL AGUA x 20 KG,451305523,PZ,3258.88,,,,,,,,,,,,,,,,,,,
451305554,CEMENTO 101 DE CONTACTO x  50    CC,PZ,3258.88,,,,,CEMENTO 101 DE CONTACTO x  50    CC,451305554,PZ,3258.88,,,,,,,,,,,,,,,,,,,
451305558,CEMENTO 101 DE CONTACTO x    1/2 LT,PZ,3284.91,,,,,CEMENTO 101 DE CONTACTO x    1/2 LT,451305558,PZ,3284.91,,,,,,,,,,,,,,,,,,,
451301146,ARANDELA FICHA BRONCEADA  9.0 MM,PZ,3319.52,,,,,ARANDELA FICHA BRONCEADA  9.0 MM,451301146,PZ,3319.52,,,,,,,,,,,,,,,,,,,
424596167,PITON S/TOPE CERRADO BCE 19-50 x 50,PZ,3338.4,,,,,PITON S/TOPE CERRADO BCE 19-50 x 50,424596167,PZ,3338.4,,,,,,,,,,,,,,,,,,,
424596206,PITON S/TOPE CERRADO BCE 20-60 x 50,PZ,3338.4,,,,,PITON S/TOPE CERRADO BCE 20-60 x 50,424596206,PZ,3338.4,,,,,,,,,,,,,,,,,,,
450802002,MECHA EZETA COLA CONICA 49.50 MM,PZ,3373.48,,,,,MECHA EZETA COLA CONICA 49.50 MM,450802002,PZ,3373.48,,,,,,,,,,,,,,,,,,,
450906105,MECHA EZETA CILINDRICA A/R  0.45 MM,PZ,3374.15,,,,,MECHA EZETA CILINDRICA A/R  0.45 MM,450906105,PZ,3374.15,,,,,,,,,,,,,,,,,,,
450400588,ARCO SIERRA EL ABUELO LA CALADORA,PZ,3383.42,,,,,ARCO SIERRA EL ABUELO LA CALADORA,450400588,PZ,3383.42,,,,,,,,,,,,,,,,,,,
424592791,LEBRILLO CHAPA GALV REF N.24  50 LT,PZ,3383.76,,,,,LEBRILLO CHAPA GALV REF N.24  50 LT,424592791,PZ,3383.76,,,,,,,,,,,,,,,,,,,
424589525,MECHA EZETA CILINDRICA A/R  6.00 MM,PZ,3435.905889541,,,,,MECHA EZETA CILINDRICA A/R  6.00 MM,424589525,PZ,3435.905889541,,,,,,,,,,,,,,,,,,,
424589526,MECHA EZETA CILINDRICA A/R  6.25 MM,PZ,3435.905889541,,,,,MECHA EZETA CILINDRICA A/R  6.25 MM,424589526,PZ,3435.905889541,,,,,,,,,,,,,,,,,,,
451404426,MAQ K-10 CORTA CERAMICO 42 CM,PZ,3440.25,,,,,MAQ K-10 CORTA CERAMICO 42 CM,451404426,PZ,3440.25,,,,,,,,,,,,,,,,,,,
424591461,PITON HO PUL ESCUAD  24 -  70 x  50,PZ,3449.07,,,,,PITON HO PUL ESCUAD  24 -  70 x  50,424591461,PZ,3449.07,,,,,,,,,,,,,,,,,,,
451305524,HORM ALLEMANDI DUAL BOLSA    x25 KG,PZ,3462.75,,,,,HORM ALLEMANDI DUAL BOLSA    x25 KG,451305524,PZ,3462.75,,,,,,,,,,,,,,,,,,,
450400670,SOPORTE ANGULO P/RIEL T/AMER CORTO,PZ,3464.06,,,,,SOPORTE ANGULO P/RIEL T/AMER CORTO,450400670,PZ,3464.06,,,,,,,,,,,,,,,,,,,
